LOC_PID,NAME,LOC_CODE,LOC_DESC,STATE_PID,ST_ABBREV,COUNT_BY_GOV_FM,COUNT_BY_GOV_OD,COUNT_BY_INTERNAL_MODEL,COUNT_BY_3RD_PARTY,COUNT_LOW_AAD,COUNT_MEDIUM_AAD,COUNT_HIGH_AAD,COUNT_LOW_FREQUENCY,COUNT_MEDIUM_FREQUENCY,COUNT_HIGH_FREQUENCY,TOTAL_AAD,RANK_AAD
NSW3215,PERICOE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW3228,PICTON,G,GAZETTED LOCALITY,1,NSW,1018,0,836,0,1588,241,25,1800,46,8,187000,943
NSW3239,PINDIMAR,G,GAZETTED LOCALITY,1,NSW,0,0,663,0,662,1,0,663,0,0,1000,3971
NSW3248,PINNACLE SWAMP,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2188,NEWPORT,G,GAZETTED LOCALITY,3,QLD,1506,0,0,0,1503,1,2,1503,0,3,36000,2013
SA1232,SALISBURY PARK,G,GAZETTED LOCALITY,4,SA,0,0,1033,0,1033,0,0,1033,0,0,0,4537
QLD622,CLARA CREEK,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD3017,VERRIERDALE,G,GAZETTED LOCALITY,3,QLD,0,0,182,0,182,0,0,182,0,0,0,4537
NSW1637,GILGANDRA,G,GAZETTED LOCALITY,1,NSW,1660,0,27,0,1117,173,397,1258,367,62,1199000,224
NSW1650,GIRILAMBONE,G,GAZETTED LOCALITY,1,NSW,0,0,0,17,0,0,0,0,0,0,0,4537
NSW1651,GIRO,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW169,BANDON GROVE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW926,CHOWAN CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW966,COBBADAH,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
SA313,CRAFERS,G,GAZETTED LOCALITY,4,SA,0,0,841,6,841,0,0,841,0,0,0,4537
SA314,CRAFERS WEST,G,GAZETTED LOCALITY,4,SA,0,0,449,0,449,0,0,449,0,0,0,4537
NSW4462,WYALONG,G,GAZETTED LOCALITY,1,NSW,0,0,0,320,0,0,0,0,0,0,0,4537
NSW4470,WYEE POINT,G,GAZETTED LOCALITY,1,NSW,393,0,0,0,385,8,0,385,5,3,5000,3341
NSW4477,WYONG,G,GAZETTED LOCALITY,1,NSW,2549,0,15,0,1809,99,656,1845,62,657,3253000,79
NSW4483,YAGON,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2485,RICHMOND,G,GAZETTED LOCALITY,3,QLD,0,0,0,574,0,0,0,0,0,0,10000,2924
QLD2517,ROCKY POINT,G,GAZETTED LOCALITY,3,QLD,0,0,0,38,0,0,0,0,0,0,0,4537
QLD2520,RODDS BAY,G,GAZETTED LOCALITY,3,QLD,0,0,175,0,175,0,0,175,0,0,1000,3971
NSW10,ABERGLASSLYN,G,GAZETTED LOCALITY,1,NSW,1090,0,0,0,1058,26,6,1084,4,2,37000,1993
NSW4297,WESTON,G,GAZETTED LOCALITY,1,NSW,1569,0,18,0,1510,63,14,1552,22,13,199000,910
NSW1008,COMMISSIONERS CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
SA310,COWELL,G,GAZETTED LOCALITY,4,SA,0,0,0,826,0,0,0,0,0,0,5000,3341
SA321,CROYDON PARK,G,GAZETTED LOCALITY,4,SA,0,0,2105,0,2105,0,0,2105,0,0,0,4537
NSW1297,DOVER HEIGHTS,G,GAZETTED LOCALITY,1,NSW,0,0,1807,38,1807,0,0,1807,0,0,0,4537
NSW607,BROOKONG,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW649,BUDDONG,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2604,SEVENTY MILE,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
SA1501,WESTERN FLAT,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA1513,WHYALLA JENKINS,G,GAZETTED LOCALITY,4,SA,0,0,0,1021,0,0,0,0,0,0,0,4537
SA1558,WOODCHESTER,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
QLD3047,WALLOON,G,GAZETTED LOCALITY,3,QLD,0,0,665,0,663,1,1,663,1,1,4000,3444
SA302,COPLEY,G,GAZETTED LOCALITY,4,SA,0,0,0,128,0,0,0,0,0,0,6000,3240
QLD284,BLACKSTONE,G,GAZETTED LOCALITY,3,QLD,0,0,480,0,432,19,29,452,17,11,115000,1224
QLD1495,JUNCTION VIEW,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD1663,LANDERS SHOOT,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD1667,LANGLEY,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2007,MOUNT DELANEY,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD868,DJARAWONG,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD893,DRUMMONDSLOPE,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1978,HUNTLEY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2010,IRYMPLE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NT59,COBOURG,G,GAZETTED LOCALITY,7,NT,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2948,TRINITY BEACH,G,GAZETTED LOCALITY,3,QLD,3953,0,0,1,3855,98,0,3855,98,0,18000,2521
NSW930,CLARE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW941,CLERGATE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW969,COCKWHY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2862,THE GAP,G,GAZETTED LOCALITY,3,QLD,0,0,0,551,0,0,0,0,0,0,6000,3240
QLD291,BLENHEIM,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
SA335,CUTTLEFISH BAY,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA210006198,WOOLTANA,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA210006211,WELBOURN HILL,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA398,ENCOUNTER BAY,G,GAZETTED LOCALITY,4,SA,0,0,0,4532,0,0,0,0,0,0,113000,1239
NSW1121,CRAWFORD RIVER,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4190,WARRABAH,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4212,WARRUMBUNGLE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4264,WERAI,G,GAZETTED LOCALITY,1,NSW,0,0,2,0,2,0,0,2,0,0,0,4537
NSW427,BOAMBEE EAST,G,GAZETTED LOCALITY,1,NSW,18,0,2431,0,2311,122,16,2433,16,0,85000,1408
NSW4272,WERRINGTON DOWNS,G,GAZETTED LOCALITY,1,NSW,0,0,1159,0,1159,0,0,1159,0,0,0,4537
QLD2030,MOUNT KILCOY,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2698,SPRINGLANDS,G,GAZETTED LOCALITY,3,QLD,0,0,0,2,0,0,0,0,0,0,1000,3971
QLD2706,ST GEORGE,G,GAZETTED LOCALITY,3,QLD,1815,0,0,37,1727,88,0,1727,88,0,145000,1095
NSW95,ASHBY HEIGHTS,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW96,ASHBY ISLAND,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW976,COLDSTREAM,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2867,THE HERMITAGE,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2906,TINGALPA,G,GAZETTED LOCALITY,3,QLD,0,3927,0,0,3722,205,0,3926,1,0,78000,1463
SA1090,PEWSEY VALE,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA1092,PIEDNIPPIE,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA1103,PINNAROO,G,GAZETTED LOCALITY,4,SA,0,0,0,606,0,0,0,0,0,0,0,4537
SA1106,PLYMPTON,G,GAZETTED LOCALITY,4,SA,0,0,329,2588,329,0,0,329,0,0,79000,1455
NT259,TI TREE,G,GAZETTED LOCALITY,7,NT,0,0,0,53,0,0,0,0,0,0,0,4537
NT261,TINDAL,G,GAZETTED LOCALITY,7,NT,3,0,0,197,3,0,0,3,0,0,0,4537
NT296,WOOLNER,G,GAZETTED LOCALITY,7,NT,0,0,0,496,0,0,0,0,0,0,4000,3444
QLD2996,UPPER TENTHILL,G,GAZETTED LOCALITY,3,QLD,0,0,108,0,106,0,2,106,0,2,17000,2565
NSW843,CARRINGTON,G,GAZETTED LOCALITY,1,NSW,0,0,52,0,52,0,0,52,0,0,0,4537
NSW844,CARRINGTON,G,GAZETTED LOCALITY,1,NSW,1131,0,0,0,39,1092,0,39,1090,2,632000,418
QLD2822,TARINGA,G,GAZETTED LOCALITY,3,QLD,0,5585,0,0,3900,952,733,5092,493,0,2590000,98
QLD2833,TE KOWAI,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2838,TELINA,G,GAZETTED LOCALITY,3,QLD,0,1012,0,0,968,39,5,998,11,3,75000,1494
NSW1047,COOLRINGDON,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4415,WOODFORD ISLAND,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4015,TUROSS,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4019,TURRELLA,G,GAZETTED LOCALITY,1,NSW,0,0,703,9,677,12,14,689,14,0,57000,1688
NSW4025,TWELVE MILE CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW953,CLYBUCCA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW977,COLEAMBALLY,G,GAZETTED LOCALITY,1,NSW,0,0,0,527,0,0,0,0,0,0,86000,1399
NT108,FREDS PASS,G,GAZETTED LOCALITY,7,NT,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2885,THOMPSON POINT,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2895,THREE RIVERS,G,GAZETTED LOCALITY,3,QLD,0,0,0,15,0,0,0,0,0,0,5000,3341
SA3,ADELAIDE AIRPORT,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
QLD3,ABERCORN,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
SA210006202,HOLOWILIENA,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA210006101,CLAYTON STATION,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA210006103,LEIGH CREEK STATION,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
NT19,ARUMBERA,G,GAZETTED LOCALITY,7,NT,0,0,0,55,0,0,0,0,0,0,4000,3444
QLD2705,ST AUBYN,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD3049,WALLUMBILLA,G,GAZETTED LOCALITY,3,QLD,0,0,0,339,0,0,0,0,0,0,18000,2521
NSW2322,LEMINGTON,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2347,LILYDALE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2361,LINDESAY CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2386,LLANDILO,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2396,LOGANS CROSSING,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2412,LORDS HILL,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1412,ELIZABETH BAY,G,GAZETTED LOCALITY,1,NSW,0,0,5390,114,5390,0,0,5390,0,0,4000,3444
NSW1448,ERINA,G,GAZETTED LOCALITY,1,NSW,2747,1,0,0,2585,49,114,2611,24,113,1148000,233
NSW1464,ETTREMA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1484,EURONGILLY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW15,ADAMINABY,G,GAZETTED LOCALITY,1,NSW,0,0,302,0,301,1,0,302,0,0,1000,3971
NSW4551,YOWRIE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4553,YURAYGIR,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1811,GULMARRAD,G,GAZETTED LOCALITY,1,NSW,298,0,394,0,688,1,3,688,4,0,21000,2404
NSW1818,GUNBAR,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW182,BANNISTER,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1826,GUNGAL,G,GAZETTED LOCALITY,1,NSW,0,0,12,0,10,2,0,12,0,0,2000,3730
NSW1836,GURRUNDAH,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1886,HASTINGS POINT,G,GAZETTED LOCALITY,1,NSW,572,0,0,0,522,45,5,529,13,30,36000,2013
NSW893,CHAELUNDI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2824,TAROMEO,G,GAZETTED LOCALITY,3,QLD,0,0,89,0,87,1,1,87,1,1,7000,3147
QLD2834,TEDDINGTON,G,GAZETTED LOCALITY,3,QLD,0,0,92,0,92,0,0,92,0,0,0,4537
NSW3027,NORTH NARRABEEN,G,GAZETTED LOCALITY,1,NSW,2083,0,0,0,1395,128,560,1439,36,608,3786000,62
NSW3033,NORTH RYDE,G,GAZETTED LOCALITY,1,NSW,0,0,4304,0,4304,0,0,4304,0,0,0,4537
QLD1547,KEWARRA BEACH,G,GAZETTED LOCALITY,3,QLD,2787,0,0,0,2787,0,0,2787,0,0,0,4537
QLD429,BUNDABERG WEST,G,GAZETTED LOCALITY,3,QLD,1620,0,0,0,1517,50,53,1535,81,4,192000,933
QLD45,ALPHA,G,GAZETTED LOCALITY,3,QLD,0,0,1,559,0,1,0,0,1,0,46000,1848
NSW833,CARLTON,G,GAZETTED LOCALITY,1,NSW,0,0,5105,60,5105,0,0,5105,0,0,276000,744
NSW847,CARROWBROOK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2816,TARA STATION,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
SA399,ENFIELD,G,GAZETTED LOCALITY,4,SA,0,0,2830,0,2830,0,0,2830,0,0,0,4537
SA402,ERSKINE,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
NSW842,CARRICK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW905,CHATSBURY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2854,THE BLUFF,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1702,GLOSSODIA,G,GAZETTED LOCALITY,1,NSW,747,0,342,0,1089,0,0,1089,0,0,0,4537
QLD2912,TIVOLI,G,GAZETTED LOCALITY,3,QLD,0,0,703,0,482,107,114,602,61,40,545000,470
QLD2913,TOCAL,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2890,THORNLANDS,G,GAZETTED LOCALITY,3,QLD,4305,0,0,0,4226,79,0,4226,79,0,52000,1747
QLD2915,TOKO,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
SA291,COOMANDOOK,G,GAZETTED LOCALITY,4,SA,0,0,0,31,0,0,0,0,0,0,2000,3730
SA304,COROMANDEL EAST,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA311,COWIRRA,G,GAZETTED LOCALITY,4,SA,64,0,0,0,0,64,0,0,64,0,59000,1660
NSW1721,GOODWOOD ISLAND,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2866,THE HEAD,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2875,THE PINES,G,GAZETTED LOCALITY,3,QLD,0,0,0,71,0,0,0,0,0,0,1000,3971
QLD289,BLANTYRE,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2902,TINANA,G,GAZETTED LOCALITY,3,QLD,0,0,2538,0,2294,153,91,2397,85,56,359000,631
NSW2232,KUNDABUNG,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2274,LAKE INNES,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2295,LANSDOWNE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW467,BOMERA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW475,BONNY HILLS,G,GAZETTED LOCALITY,1,NSW,0,0,1486,0,1475,10,1,1485,1,0,6000,3240
QLD2308,PALLARA,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2143,MURWEH,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
SA1410,TUSMORE,G,GAZETTED LOCALITY,4,SA,0,0,159,591,107,34,18,102,6,51,178000,979
SA1420,UNGARRA,G,GAZETTED LOCALITY,4,SA,0,0,0,74,0,0,0,0,0,0,0,4537
SA146,BRADBURY,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA206,CAMDEN PARK,G,GAZETTED LOCALITY,4,SA,0,0,860,1170,699,74,87,699,0,161,264000,763
NSW3578,SILVERWATER,G,GAZETTED LOCALITY,1,NSW,1250,0,12,0,1262,0,0,1262,0,0,0,4537
NSW3615,SOUTH GRAFTON,G,GAZETTED LOCALITY,1,NSW,2900,0,1,0,2419,73,409,2494,394,13,2634000,97
NSW3666,ST CLAIR,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2151,NAMBOUR,G,GAZETTED LOCALITY,3,QLD,6343,0,8,0,6075,276,0,6075,276,0,91000,1366
NSW3380,REPTON,G,GAZETTED LOCALITY,1,NSW,334,0,17,0,325,7,19,331,3,17,245000,793
SA1415,ULEYBURY,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA1425,URAIDLA,G,GAZETTED LOCALITY,4,SA,0,0,202,1,202,0,0,202,0,0,0,4537
SA144,BOWILLIA,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA1473,WATERFALL GULLY,G,GAZETTED LOCALITY,4,SA,0,0,0,33,0,0,0,0,0,0,12000,2803
NSW3444,ROSEVILLE CHASE,G,GAZETTED LOCALITY,1,NSW,0,0,614,0,614,0,0,614,0,0,0,4537
NSW3457,ROUND MOUNTAIN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD1706,LIZARD,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD173,BAROONDAH,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD731,CORDELIA,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD749,COWLEY CREEK,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2328,LEPPINGTON,G,GAZETTED LOCALITY,1,NSW,1087,0,33,0,1091,10,19,1090,7,23,66000,1581
NSW2366,LISAROW,G,GAZETTED LOCALITY,1,NSW,1668,16,34,0,1652,27,39,1659,14,45,309000,692
SA400,ERINDALE,G,GAZETTED LOCALITY,4,SA,0,0,0,529,0,0,0,0,0,0,45000,1861
QLD2230,NORTH LAKES,G,GAZETTED LOCALITY,3,QLD,8949,0,0,0,8894,23,32,8870,28,51,288000,722
SA1165,PURNONG,G,GAZETTED LOCALITY,4,SA,32,0,0,0,26,5,1,26,6,0,4000,3444
SA1492,WEST BUNDALEER,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA1506,WHITE SANDS,G,GAZETTED LOCALITY,4,SA,0,0,0,279,0,0,0,0,0,0,45000,1861
SA1518,WIGLEY FLAT,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
NSW3980,TUBBAMURRA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW3988,TUGGERAWONG,G,GAZETTED LOCALITY,1,NSW,585,0,0,0,212,195,178,209,178,198,625000,423
NSW4,ABERCROMBIE,G,GAZETTED LOCALITY,1,NSW,0,0,34,385,34,0,0,34,0,0,1000,3971
NSW4018,TURRAWAN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW3406,ROCK FLAT,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW3436,ROSEBERY,G,GAZETTED LOCALITY,1,NSW,0,0,3413,0,3413,0,0,3413,0,0,0,4537
QLD1750,LYONS,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2772,SURFERS PARADISE,G,GAZETTED LOCALITY,3,QLD,0,0,0,22799,0,0,0,0,0,0,1521000,178
QLD2778,SWANFELS,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2783,TABLELANDS,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD3026,VINCENT,G,GAZETTED LOCALITY,3,QLD,0,0,963,0,963,0,0,963,0,0,0,4537
SA210006115,LINCOLN GAP,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
SA210006130,MOOLAWATANA,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
QLD222,BELLFIELD,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
NSW789,CAMELLIA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW809,CANOELANDS,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW813,CANTON BEACH,G,GAZETTED LOCALITY,1,NSW,1158,0,26,0,1184,0,0,1184,0,0,1000,3971
NSW814,CANYONLEIGH,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW884,CEDAR PARTY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW896,CHAMBIGNE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
SA395,EMU BAY,G,GAZETTED LOCALITY,4,SA,0,0,0,152,0,0,0,0,0,0,0,4537
QLD2435,PURRAWUNDA,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2441,RACEVIEW,G,GAZETTED LOCALITY,3,QLD,0,0,4183,0,3835,234,114,3954,165,64,425000,560
QLD2452,RANSOME,G,GAZETTED LOCALITY,3,QLD,0,0,159,7,80,59,20,80,59,20,121000,1186
NSW117,AVONSIDE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW4250,WEETALIBA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2731,MOORE CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,195,0,195,0,0,195,0,0,0,4537
NSW277,BELMORE,G,GAZETTED LOCALITY,1,NSW,0,0,5646,0,5646,0,0,5646,0,0,0,4537
NSW2805,MOUNT OUSLEY,G,GAZETTED LOCALITY,1,NSW,476,0,130,0,529,34,43,514,30,62,168000,1015
QLD3170,WILSTON,G,GAZETTED LOCALITY,3,QLD,0,2358,0,0,2076,244,38,2325,33,0,209000,888
QLD3175,WINDERMERE,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1041,COOLATAI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1078,CORAMBA,G,GAZETTED LOCALITY,1,NSW,0,0,233,0,199,11,23,210,23,0,86000,1399
NSW1089,CORNDALE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2261,OAKENDEN,G,GAZETTED LOCALITY,3,QLD,0,0,54,0,54,0,0,54,0,0,0,4537
QLD2296,OXLEY,G,GAZETTED LOCALITY,3,QLD,0,3808,0,0,1460,1166,1182,2900,891,17,5178000,39
QLD785,CURRUMBIN,G,GAZETTED LOCALITY,3,QLD,0,0,1919,467,1842,68,9,1846,62,11,174000,995
QLD2155,NANGRAM,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2159,NARANGBA,G,GAZETTED LOCALITY,3,QLD,6392,0,0,0,6290,62,40,6275,44,73,381000,607
QLD2161,NARKO,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
QLD2165,NEBINE,G,GAZETTED LOCALITY,3,QLD,0,0,0,0,0,0,0,0,0,0,0,4537
SA115,BLAKEVIEW,G,GAZETTED LOCALITY,4,SA,0,0,0,3338,0,0,0,0,0,0,0,4537
SA210006133,BOLLARDS LAGOON,G,GAZETTED LOCALITY,4,SA,0,0,0,0,0,0,0,0,0,0,0,4537
