LOC_PID,NAME,LOC_CODE,LOC_DESC,STATE_PID,ST_ABBREV,COUNT_BY_GOV_FM,COUNT_BY_GOV_OD,COUNT_BY_INTERNAL_MODEL,COUNT_BY_3RD_PARTY,COUNT_LOW_AAD,COUNT_MEDIUM_AAD,COUNT_HIGH_AAD,COUNT_LOW_FREQUENCY,COUNT_MEDIUM_FREQUENCY,COUNT_HIGH_FREQUENCY,TOTAL_AAD,RANK_AAD
ACT110,CAMPBELL,G,GAZETTED LOCALITY,8,ACT,0,0,1572,0,1571,1,0,1572,0,0,1000,3971
ACT122,RUSSELL,G,GAZETTED LOCALITY,8,ACT,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1002,COMBARA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1009,COMO,G,GAZETTED LOCALITY,1,NSW,164,0,1345,0,1509,0,0,1509,0,0,1000,3971
NSW1174,CUNDLETOWN,G,GAZETTED LOCALITY,1,NSW,688,0,78,0,674,77,15,741,23,2,72000,1521
NSW1176,CUNJURONG POINT,G,GAZETTED LOCALITY,1,NSW,108,0,67,0,175,0,0,175,0,0,0,4537
NSW1095,CORRIMAL,G,GAZETTED LOCALITY,1,NSW,2460,0,833,0,2539,208,546,2577,180,536,4435000,49
NSW1099,COTTAGE POINT,G,GAZETTED LOCALITY,1,NSW,0,0,90,0,90,0,0,90,0,0,0,4537
ACT103,O'CONNOR,G,GAZETTED LOCALITY,8,ACT,2803,0,31,0,1874,0,960,1874,909,51,1890000,148
ACT104,AINSLIE,G,GAZETTED LOCALITY,8,ACT,1407,0,1168,0,2575,0,0,2575,0,0,0,4537
NSW1094,CORRABARE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1102,COURABYRA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
ACT102,DICKSON,G,GAZETTED LOCALITY,8,ACT,1083,0,84,0,1053,0,114,1053,114,0,156000,1055
ACT214,BARTON,G,GAZETTED LOCALITY,8,ACT,0,0,744,0,711,33,0,744,0,0,17000,2565
ACT332,TORRENS,G,GAZETTED LOCALITY,8,ACT,19,0,1016,0,1035,0,0,1035,0,0,0,4537
NSW11,ABERMAIN,G,GAZETTED LOCALITY,1,NSW,1007,0,95,0,1046,32,24,1073,6,23,142000,1106
NSW1112,COXS CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
ACT125,WATSON,G,GAZETTED LOCALITY,8,ACT,167,0,2432,0,2599,0,0,2599,0,0,0,4537
ACT219,FYSHWICK,G,GAZETTED LOCALITY,8,ACT,0,0,0,0,0,0,0,0,0,0,0,4537
ACT328,CURTIN,G,GAZETTED LOCALITY,8,ACT,2249,0,33,0,2148,0,134,2148,133,1,259000,771
ACT337,CHIFLEY,G,GAZETTED LOCALITY,8,ACT,432,0,841,0,1273,0,0,1273,0,0,0,4537
NSW1092,COROBIMILLA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1117,CRANEBROOK,G,GAZETTED LOCALITY,1,NSW,2029,0,3803,0,5042,272,518,5501,331,0,1096000,245
NSW1020,CONGEWAI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW103,ASQUITH,G,GAZETTED LOCALITY,1,NSW,0,0,1514,0,1514,0,0,1514,0,0,0,4537
NSW1032,COOKS HILL,G,GAZETTED LOCALITY,1,NSW,2333,0,0,0,2080,253,0,2080,253,0,109000,1255
NSW1432,EMU HEIGHTS,G,GAZETTED LOCALITY,1,NSW,766,0,444,0,752,227,231,1082,124,4,684000,387
NSW1447,ERIN VALE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1334,DUNGEREE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1341,DUNS CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1516,FAWCETTS PLAIN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1537,FINLEY,G,GAZETTED LOCALITY,1,NSW,0,0,0,1588,0,0,0,0,0,0,250000,786
NSW1128,CRINGILA,G,GAZETTED LOCALITY,1,NSW,262,0,597,0,859,0,0,859,0,0,0,4537
NSW1133,CROOBYAR,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1118,CRANGAN BAY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1122,CRAWNEY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1125,CREMORNE POINT,G,GAZETTED LOCALITY,1,NSW,0,0,1592,0,1592,0,0,1592,0,0,0,4537
NSW113,AVOCA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW118,AWABA,G,GAZETTED LOCALITY,1,NSW,0,0,191,0,191,0,0,191,0,0,0,4537
NSW1208,DANDRY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1220,DARKWOOD,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW123,BACK CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1729,GOONELLABAH,G,GAZETTED LOCALITY,1,NSW,0,0,6965,0,6965,0,0,6965,0,0,0,4537
NSW173,BANGALOW,G,GAZETTED LOCALITY,1,NSW,0,0,855,0,771,23,61,793,62,0,264000,763
NSW174,BANGHEET,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1629,GHOOLENDAADI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW163,BALMORAL,G,GAZETTED LOCALITY,1,NSW,284,0,0,0,262,17,5,262,13,9,21000,2404
NSW1519,FERN BAY,G,GAZETTED LOCALITY,1,NSW,1107,0,0,0,623,79,405,663,431,13,406000,580
NSW1527,FERNSIDE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1530,FIDDLETOWN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1545,FITZGERALDS MOUNT,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
ACT334,FARRER,G,GAZETTED LOCALITY,8,ACT,170,0,1625,0,1795,0,0,1795,0,0,0,4537
ACT576,SPENCE,G,GAZETTED LOCALITY,8,ACT,125,0,928,0,1053,0,0,1053,0,0,0,4537
ACT327,HUGHES,G,GAZETTED LOCALITY,8,ACT,1360,0,0,0,1308,0,52,1308,52,0,109000,1255
ACT446,DUFFY,G,GAZETTED LOCALITY,8,ACT,0,0,1378,0,1378,0,0,1378,0,0,0,4537
ACT606,MACARTHUR,G,GAZETTED LOCALITY,8,ACT,48,0,469,0,517,0,0,517,0,0,0,4537
NSW1326,DUNDAS VALLEY,G,GAZETTED LOCALITY,1,NSW,0,0,2301,0,2301,0,0,2301,0,0,0,4537
NSW1352,DURREN DURREN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
ACT619,BONYTHON,G,GAZETTED LOCALITY,8,ACT,143,0,1324,0,1465,0,2,1465,2,0,5000,3341
NSW1010,COMOBELLA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1018,CONGARINNI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1050,COOMA,G,GAZETTED LOCALITY,1,NSW,0,0,3844,0,3453,153,238,3603,241,0,826000,330
NSW1058,COONGBAR,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1061,COOPERS GULLY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1005,COMBOYNE,G,GAZETTED LOCALITY,1,NSW,0,0,166,0,164,1,1,165,1,0,3000,3575
NSW1049,COOLUMBURRA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1062,COOPERS SHOOT,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1190,CURRAWARNA,G,GAZETTED LOCALITY,1,NSW,60,0,0,0,54,6,0,54,6,0,6000,3240
NSW1206,DALWOOD,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1229,DARUKA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1244,DELEGATE,G,GAZETTED LOCALITY,1,NSW,0,0,194,0,186,8,0,194,0,0,6000,3240
NSW1820,GUNDAMULDA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1830,GUNNING GAP,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1844,HABERFIELD,G,GAZETTED LOCALITY,1,NSW,1221,0,1605,0,2678,45,103,2704,59,63,356000,642
NSW2111,KELLYS PLAINS,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2117,KEMBLA HEIGHTS,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2108,KEIRAVILLE,G,GAZETTED LOCALITY,1,NSW,1300,0,299,0,1391,85,123,1345,56,198,965000,274
NSW2120,KENDALL,G,GAZETTED LOCALITY,1,NSW,442,0,0,0,398,5,39,401,3,38,706000,379
ACT802,HUME,G,GAZETTED LOCALITY,8,ACT,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1841,GWYNNEVILLE,G,GAZETTED LOCALITY,1,NSW,1254,0,52,0,981,73,252,939,116,251,1222000,219
NSW1848,HALLIDAYS POINT,G,GAZETTED LOCALITY,1,NSW,0,0,290,0,290,0,0,290,0,0,0,4537
NSW1418,ELLERSLIE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1429,EMMAVILLE,G,GAZETTED LOCALITY,1,NSW,0,0,294,0,232,55,7,250,44,0,39000,1952
NSW1431,EMPIRE VALE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1437,ENGADINE,G,GAZETTED LOCALITY,1,NSW,0,0,7095,0,7095,0,0,7095,0,0,0,4537
NSW1459,ESK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1462,ETTALONG BEACH,G,GAZETTED LOCALITY,1,NSW,0,1172,2254,0,3426,0,0,3426,0,0,3000,3575
NSW1311,DUCK CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1337,DUNKELD,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1357,EAGLE VALE,G,GAZETTED LOCALITY,1,NSW,0,0,2025,0,2025,0,0,2025,0,0,0,4537
NSW1363,EAST BRANXTON,G,GAZETTED LOCALITY,1,NSW,859,0,0,0,649,109,101,771,69,19,737000,365
NSW1916,HEXHAM,G,GAZETTED LOCALITY,1,NSW,56,0,0,0,0,0,56,0,0,56,142000,1106
NSW1938,HOLBROOK,G,GAZETTED LOCALITY,1,NSW,0,0,696,0,267,267,162,416,280,0,533000,478
NSW1939,HOLGATE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1468,EUBERTA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1474,EUMUNGERIE,G,GAZETTED LOCALITY,1,NSW,0,0,117,0,17,72,28,63,54,0,93000,1354
NSW1488,EVANS PLAINS,G,GAZETTED LOCALITY,1,NSW,0,0,6,0,6,0,0,6,0,0,0,4537
NSW1913,HERMITAGE FLAT,G,GAZETTED LOCALITY,1,NSW,0,0,194,0,41,58,95,91,103,0,281000,732
NSW1922,HILL TOP,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1179,CURL CURL,G,GAZETTED LOCALITY,1,NSW,462,0,515,0,909,49,19,937,15,25,79000,1455
NSW1195,DABEE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1258,DEVILS HOLE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
ACT338,PHILLIP,G,GAZETTED LOCALITY,8,ACT,1966,0,0,0,1624,0,342,1624,324,18,281000,732
ACT711,HARRISON,G,GAZETTED LOCALITY,8,ACT,0,0,2017,0,1671,346,0,2017,0,0,121000,1186
ACT803,SYMONSTON,G,GAZETTED LOCALITY,8,ACT,205,0,0,0,205,0,0,205,0,0,0,4537
ACT933,THROSBY,G,GAZETTED LOCALITY,8,ACT,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1063,COOPLACURRIPA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1736,GORGE CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1743,GOULDSVILLE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1760,GRAVESEND,G,GAZETTED LOCALITY,1,NSW,0,0,130,0,130,0,0,130,0,0,0,4537
NSW1763,GREAT MACKEREL BEACH,G,GAZETTED LOCALITY,1,NSW,149,0,0,0,93,55,1,93,8,48,57000,1688
NSW177,BANKSIA,G,GAZETTED LOCALITY,1,NSW,0,0,884,330,860,11,13,871,13,0,351000,646
NSW1523,FERNBROOK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1541,FISHERMANS PARADISE,G,GAZETTED LOCALITY,1,NSW,308,0,0,0,306,2,0,308,0,0,1000,3971
NSW1564,FOREST LODGE,G,GAZETTED LOCALITY,1,NSW,0,0,1526,0,1526,0,0,1526,0,0,0,4537
NSW1091,CORNWALLIS,G,GAZETTED LOCALITY,1,NSW,1,0,0,0,0,0,1,0,0,1,11000,2865
NSW1113,COXS CROWN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1116,CRAIGIE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1153,CUDGEGONG,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1156,CUDGERA CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1336,DUNGOWAN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1356,DYRRING,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW136,BAGOTVILLE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1309,DRY PLAIN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1338,DUNMORE,G,GAZETTED LOCALITY,1,NSW,0,0,28,0,28,0,0,28,0,0,0,4537
NSW1346,DURANBAH,G,GAZETTED LOCALITY,1,NSW,9,0,0,0,9,0,0,9,0,0,0,4537
NSW1358,EAGLETON,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1812,GUM FLAT,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW183,BANOON,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW184,BANORA POINT,G,GAZETTED LOCALITY,1,NSW,8667,0,0,0,5449,3185,33,8591,64,12,822000,331
NSW1853,HAMBLEDON HILL,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1854,HAMILTON,G,GAZETTED LOCALITY,1,NSW,2440,0,0,0,2039,401,0,2039,401,0,198000,916
NSW1410,ELEEBANA,G,GAZETTED LOCALITY,1,NSW,2318,0,0,0,2237,44,37,2241,16,61,289000,720
NSW1477,EUNGAI RAIL,G,GAZETTED LOCALITY,1,NSW,0,0,89,0,89,0,0,89,0,0,0,4537
NSW1494,FAILFORD,G,GAZETTED LOCALITY,1,NSW,0,0,156,0,145,11,0,156,0,0,4000,3444
NSW1615,GELSTON PARK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW162,BALMAIN EAST,G,GAZETTED LOCALITY,1,NSW,0,0,1164,0,1162,2,0,1164,0,0,2000,3730
NSW1626,GEURIE,G,GAZETTED LOCALITY,1,NSW,0,0,516,0,443,60,13,496,20,0,60000,1646
NSW1666,GLEN FERGUS,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1007,COMERONG ISLAND,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1073,COPMANHURST,G,GAZETTED LOCALITY,1,NSW,0,0,172,0,106,39,27,145,27,0,117000,1215
NSW1085,COREEN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW153,BALICKERA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1538,FIREFLY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1557,FORBESDALE,G,GAZETTED LOCALITY,1,NSW,0,0,32,0,32,0,0,32,0,0,0,4537
NSW1569,FORTIS CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1573,FOUR CORNERS,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1215,DARBYS FALLS,G,GAZETTED LOCALITY,1,NSW,0,0,84,0,72,12,0,80,4,0,5000,3341
NSW1222,DARLINGHURST,G,GAZETTED LOCALITY,1,NSW,0,0,10528,0,10528,0,0,10528,0,0,0,4537
NSW1920,HIGHFIELDS,G,GAZETTED LOCALITY,1,NSW,0,0,403,0,403,0,0,403,0,0,0,4537
NSW1955,HORNINGSEA PARK,G,GAZETTED LOCALITY,1,NSW,1007,0,245,0,1163,89,0,1252,0,0,50000,1775
NSW2012,ISLINGTON,G,GAZETTED LOCALITY,1,NSW,1104,0,0,0,884,218,2,885,212,7,106000,1274
NSW2032,JENOLAN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2061,JOHNS RIVER,G,GAZETTED LOCALITY,1,NSW,71,0,0,0,62,8,1,62,8,1,5000,3341
NSW2067,JUGIONG,G,GAZETTED LOCALITY,1,NSW,0,0,27,0,24,3,0,27,0,0,1000,3971
NSW2131,KERRIGUNDI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW215,BARRINGTON,G,GAZETTED LOCALITY,1,NSW,0,0,125,0,125,0,0,125,0,0,0,4537
NSW2130,KERRABEE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2148,KIKOIRA,G,GAZETTED LOCALITY,1,NSW,0,0,0,19,0,0,0,0,0,0,0,4537
NSW2158,KILLCARE HEIGHTS,G,GAZETTED LOCALITY,1,NSW,105,0,349,0,454,0,0,454,0,0,0,4537
NSW1011,CONARGO,G,GAZETTED LOCALITY,1,NSW,0,0,0,26,0,0,0,0,0,0,6000,3240
NSW1015,CONDOBOLIN,G,GAZETTED LOCALITY,1,NSW,1792,0,0,0,1746,32,14,1744,29,19,61000,1638
NSW1039,COOLANGATTA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1051,COOMBA BAY,G,GAZETTED LOCALITY,1,NSW,6,0,80,0,86,0,0,86,0,0,0,4537
NSW1055,COOMOO COOMOO,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1171,CUMBORAH,G,GAZETTED LOCALITY,1,NSW,0,0,0,67,0,0,0,0,0,0,0,4537
NSW1182,CURLWAA,G,GAZETTED LOCALITY,1,NSW,0,68,0,1,0,0,68,0,68,0,134000,1140
NSW1207,DANDALOO,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1231,DAVIS CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW152,BALGOWNIE,G,GAZETTED LOCALITY,1,NSW,1424,0,1053,0,2333,42,102,2351,28,98,853000,317
NSW1528,FERNVALE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1422,ELRINGTON,G,GAZETTED LOCALITY,1,NSW,0,0,27,0,27,0,0,27,0,0,0,4537
NSW1452,ERROWANBANG,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1455,ERSKINEVILLE,G,GAZETTED LOCALITY,1,NSW,0,0,5362,0,5362,0,0,5362,0,0,0,4537
ACT212,YARRALUMLA,G,GAZETTED LOCALITY,8,ACT,0,0,1618,0,1611,4,3,1615,3,0,27000,2209
ACT331,PEARCE,G,GAZETTED LOCALITY,8,ACT,165,0,1119,0,1284,0,0,1284,0,0,0,4537
NSW1321,DUMBUDGERY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1342,DUNVILLE LOOP,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1137,CROPPA CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,28,0,28,0,0,28,0,0,0,4537
NSW1145,CROWTHER ISLAND,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2639,MILLER,G,GAZETTED LOCALITY,1,NSW,526,0,845,0,1370,1,0,1371,0,0,1000,3971
NSW2650,MILSONS PASSAGE,G,GAZETTED LOCALITY,1,NSW,43,0,0,0,21,12,10,33,4,6,59000,1660
NSW1428,EMERTON,G,GAZETTED LOCALITY,1,NSW,0,0,916,0,916,0,0,916,0,0,0,4537
NSW1430,EMPIRE BAY,G,GAZETTED LOCALITY,1,NSW,0,788,74,0,862,0,0,862,0,0,3000,3575
NSW1446,ERIGOLIA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1458,ESCHOL PARK,G,GAZETTED LOCALITY,1,NSW,0,0,965,0,965,0,0,965,0,0,0,4537
NSW1618,GEORGES CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1654,GIRRAWEEN,G,GAZETTED LOCALITY,1,NSW,2328,0,0,0,2328,0,0,2328,0,0,0,4537
NSW2544,MATONG,G,GAZETTED LOCALITY,1,NSW,0,0,0,166,0,0,0,0,0,0,0,4537
NSW2563,MCGRATHS HILL,G,GAZETTED LOCALITY,1,NSW,946,0,0,0,0,0,946,2,847,97,4724000,44
NSW2583,MELLONG,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2600,MEROO,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1189,CURRAWANG,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1197,DAIRY FLAT,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW12,ABERNETHY,G,GAZETTED LOCALITY,1,NSW,0,0,115,0,115,0,0,115,0,0,0,4537
NSW1247,DENHAM COURT,G,GAZETTED LOCALITY,1,NSW,129,0,289,0,408,6,4,412,5,1,26000,2244
NSW1275,DOCTOR GEORGE MOUNTAIN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW131,BADJA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW132,BAERAMI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1339,DUNOLLY,G,GAZETTED LOCALITY,1,NSW,94,0,0,0,0,0,94,0,3,91,309000,692
NSW1359,EARLWOOD,G,GAZETTED LOCALITY,1,NSW,0,0,5032,2326,5012,11,9,5023,9,0,326000,670
NSW1378,EAST RYDE,G,GAZETTED LOCALITY,1,NSW,0,0,847,66,847,0,0,847,0,0,0,4537
NSW1411,ELERMORE VALE,G,GAZETTED LOCALITY,1,NSW,2495,0,33,0,2519,9,0,2519,9,0,7000,3147
NSW1414,ELLALONG,G,GAZETTED LOCALITY,1,NSW,0,0,561,0,560,1,0,561,0,0,1000,3971
NSW1466,EUABALONG,G,GAZETTED LOCALITY,1,NSW,0,0,0,164,0,0,0,0,0,0,3000,3575
NSW1490,EVIRON,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2014,JACKADGERY,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2034,JERANGLE,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW2051,JILLIBY,G,GAZETTED LOCALITY,1,NSW,0,0,251,0,240,8,3,247,4,0,18000,2521
NSW206,BARRACK HEIGHTS,G,GAZETTED LOCALITY,1,NSW,2643,0,0,0,2504,86,53,2516,97,30,117000,1215
NSW1647,GINGHI,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1670,GLEN OAK,G,GAZETTED LOCALITY,1,NSW,18,0,21,0,38,1,0,39,0,0,1000,3971
NSW1420,ELLIS LANE,G,GAZETTED LOCALITY,1,NSW,320,0,1,0,233,53,35,288,8,25,1239000,217
NSW1427,EMERALD HILL,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1441,ENNGONIA,G,GAZETTED LOCALITY,1,NSW,0,0,0,13,0,0,0,0,0,0,1000,3971
NSW1450,ERMINGTON,G,GAZETTED LOCALITY,1,NSW,987,0,3637,0,4580,44,0,4576,48,0,10000,2924
NSW1505,FALLS CREEK,G,GAZETTED LOCALITY,1,NSW,0,0,316,0,312,4,0,316,0,0,5000,3341
NSW1320,DUMARESQ ISLAND,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1349,DURRAN DURRA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1842,GYMEA,G,GAZETTED LOCALITY,1,NSW,0,0,4162,0,4162,0,0,4162,0,0,0,4537
NSW185,BANYABBA,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1861,HAMPDEN HALL,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
NSW1867,HANWOOD,G,GAZETTED LOCALITY,1,NSW,256,0,3,22,247,12,0,239,8,12,12000,2803
NSW1748,GRABBEN GULLEN,G,GAZETTED LOCALITY,1,NSW,0,0,37,0,37,0,0,37,0,0,0,4537
NSW1752,GRAGIN,G,GAZETTED LOCALITY,1,NSW,0,0,0,0,0,0,0,0,0,0,0,4537
