GNAF_PID,LONGITUDE,LATITUDE,FULL_ADDRESS,LOCALITY,POSTCODE,STATE,RELIABILITY,IAG_COORDINATE,SOURCE_TYPE,AVERAGE_ANNUAL_DAMAGE,FLOOD_FREQUENCY
GANSW706135009,153.53112890,-28.18413139,25 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145522,153.53130580,-28.17763272,1 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141511,153.53360755,-28.17722912,"UNIT 1, 50 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135020,153.53096212,-28.18476473,28 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145257,153.53190725,-28.18384815,15 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172991,153.52967002,-28.17660106,"UNIT 1, 19 MILES STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712351238,153.53193963,-28.17701957,"UNIT 1, 12 KENT STREET",TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141589,153.53211284,-28.18487154,11 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135017,153.53096212,-28.18476473,"UNIT 6, 28 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185820,153.53388142,-28.17969696,28 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155534,153.53043233,-28.17569586,24 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145264,153.53144106,-28.18401554,21 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185821,153.53348191,-28.17863991,29 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718009347,153.53249228,-28.18473530,"UNIT 1, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145566,153.53288938,-28.17784173,4 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145262,153.53315387,-28.18409094,2 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135238,153.53361428,-28.18116300,"UNIT 2, 14 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145492,153.53329968,-28.17963151,19 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717929846,153.53112890,-28.18413139,"UNIT 1, 25 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145565,153.53278918,-28.17793044,2 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707666440,153.53336071,-28.18230641,16 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717957161,153.53266382,-28.18093345,1B LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141504,153.53275155,-28.18160532,4 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706172997,153.52945433,-28.17583228,5 MILES STREET,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135024,153.53298095,-28.18360348,5 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141506,153.53412006,-28.17822594,42 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145568,153.53245477,-28.17729299,7 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706175725,153.53249228,-28.18473530,7 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145524,153.53193963,-28.17701957,12 KENT STREET,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105816,153.53313890,-28.18339724,2 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165464,153.53334151,-28.18270875,3 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155542,153.53108739,-28.17722223,7 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141509,153.53369232,-28.17741295,48 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135012,153.53096212,-28.18476473,"UNIT 1, 28 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155041,153.53211640,-28.18195607,47 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141503,153.53304188,-28.17702177,39 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135015,153.53096212,-28.18476473,"UNIT 4, 28 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165460,153.53427911,-28.18420724,11 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718207887,153.53292392,-28.17828982,11A THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712313897,153.53026312,-28.17708067,15B MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135014,153.53096212,-28.18476473,"UNIT 3, 28 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718772609,153.53412006,-28.17822594,7 RAZORBACK ROAD,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165473,153.53368066,-28.18332113,7 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707680452,153.52971636,-28.17614177,13 MILES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706154738,153.53368713,-28.18356078,71 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141630,153.53029890,-28.17751705,11 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706154733,153.53408539,-28.18306387,67 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712334437,153.53327898,-28.18303025,3B SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715479877,153.53059927,-28.17658808,"UNIT 1, 14 MURRABA CRESCENT",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718865421,153.53309409,-28.18451656,"UNIT 2, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717199694,153.53446088,-28.18445426,"UNIT 1, 15 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718865427,153.53309409,-28.18451656,"UNIT 8, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105803,153.53244205,-28.18240737,13 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134213,153.52924414,-28.17769736,4 DUCAT STREET,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,M
GANSW712322482,153.53026312,-28.17708067,15A MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151763,153.53402945,-28.17888341,"UNIT 2, 36 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155528,153.53005327,-28.17668768,19 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141517,153.53327372,-28.18170502,"UNIT 2, 8 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155529,153.53167220,-28.17645921,2 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144793,153.53189840,-28.18331945,63 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145252,153.53241500,-28.18424879,10 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145248,153.52980586,-28.17718113,3 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185817,153.53340844,-28.17903927,25 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145525,153.53204874,-28.17745194,2 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707663381,153.53239221,-28.18100165,39 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145234,153.53108219,-28.17823955,18 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW707642021,153.52867566,-28.17879397,16 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706155053,153.52938505,-28.18423249,58 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141597,153.53172970,-28.18501845,15 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706182094,153.52634348,-28.18423471,80 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706179270,153.53001403,-28.17957401,20 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706134201,153.52779806,-28.18025914,34 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706137814,153.52896032,-28.17831045,"UNIT 2, 10 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706179269,153.53196368,-28.17973754,2 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135261,153.52965132,-28.18063688,20 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706105804,153.53315149,-28.18243999,"UNIT 1, 14 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712326433,153.53067391,-28.17818207,"UNIT 3, 14 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW716890002,153.53313890,-28.18339724,"UNIT 1, 2 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134214,153.52754066,-28.18069813,40 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706179271,153.53003186,-28.17895503,21 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706137847,153.52820714,-28.17959022,26 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144750,153.53163511,-28.17833567,"UNIT 1, 2 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW707628457,153.52936785,-28.17751219,2 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706179005,153.52710401,-28.18597229,33 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW716897427,153.53172024,-28.18570111,"UNIT 4, 18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706154990,153.53135068,-28.18514806,"UNIT 1, 19 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706162057,153.52860120,-28.18059455,8 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718170395,153.52967002,-28.17660106,19A MILES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155040,153.53094708,-28.18327130,46 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706155530,153.53051808,-28.17600973,20 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706142576,153.53331863,-28.18364842,"UNIT 1, 1 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144491,153.52831759,-28.18396424,68 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148108,153.52936785,-28.17751219,"UNIT 1, 2 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706134218,153.52736772,-28.18098614,44 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706144762,153.53239221,-28.18100165,"UNIT 1, 39 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706134219,153.52723055,-28.18132602,46 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706164827,153.52976904,-28.18524219,"UNIT 1, 97 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717199695,153.53437563,-28.18433098,"UNIT 2, 13 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706183287,153.53200687,-28.18592885,107 KENNEDY DRIVE,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,H,H
GANSW712312938,153.53315387,-28.18409094,"UNIT 2, 2 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712326435,153.53067391,-28.17818207,"UNIT 5, 14 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164834,153.52983088,-28.18499242,"UNIT 2, 99 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145244,153.53128528,-28.17826817,"UNIT 5, 20 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW716902873,153.52997413,-28.18454994,"UNIT 2, 83 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185826,153.53348377,-28.17844184,31 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155540,153.53130865,-28.17706096,5 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706147820,153.53047180,-28.17959022,16 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712331818,153.52584743,-28.18496653,99 DUCAT STREET,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,H,H
GANSW706137819,153.52596072,-28.18555711,105 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706134979,153.53045653,-28.17757366,13 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144490,153.52856752,-28.18404462,66 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706175726,153.53252484,-28.18528464,8 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134211,153.52924414,-28.17769736,"UNIT 5, 4 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706144758,153.53286054,-28.17958262,25 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141591,153.53192109,-28.18494091,"UNIT 2, 13 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716897424,153.53172024,-28.18570111,"UNIT 1, 18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145247,153.53147970,-28.17828462,22 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706171791,153.52684021,-28.18226189,58 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706134977,153.53047131,-28.17815353,"UNIT 3, 12 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148138,153.52987598,-28.18304730,8 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718619459,153.53070382,-28.17720236,11B MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706164823,153.52944090,-28.18537088,95 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144470,153.53384707,-28.18410477,86 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706168593,153.52703276,-28.18179932,52 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW715479879,153.53094160,-28.17619480,16A MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712312917,153.53288174,-28.18411823,"UNIT 1, 4 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141487,153.52734898,-28.18254717,44 PARKES DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718101316,153.53426943,-28.18465964,35A KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716902872,153.52997413,-28.18454994,"UNIT 1, 83 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718009354,153.53249228,-28.18473530,"UNIT 8, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135257,153.53006918,-28.18029992,17 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706134744,153.53426531,-28.18400692,9 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165466,153.53393251,-28.18253730,"UNIT 2, 4 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707673763,153.52875512,-28.18641643,29 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151891,153.53293290,-28.18510518,4 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151897,153.53268108,-28.18465905,"UNIT 6, 5 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165431,153.53135068,-28.18514806,"UNIT 6, 19 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706178991,153.52799219,-28.18601720,"UNIT 1, 25 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706105811,153.53256012,-28.18193258,17 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706164829,153.52976904,-28.18524219,97 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145534,153.53160649,-28.17708683,9 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165470,153.53393251,-28.18253730,4 SECOND AVENUE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712336534,153.52584743,-28.18496653,"UNIT 1, 95 DUCAT STREET",TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,H,H
GANSW717199700,153.53446088,-28.18445426,"UNIT 4, 15 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141593,153.53192109,-28.18494091,"UNIT 4, 13 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144482,153.53010299,-28.18494891,"UNIT 1, 101 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145532,153.53152492,-28.17721512,7 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141623,153.52974378,-28.17705071,1 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105806,153.53315149,-28.18243999,14 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135234,153.53315384,-28.18042549,11 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155021,153.53156235,-28.18169011,34 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145514,153.53331713,-28.17810373,35 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151355,153.53261711,-28.18550054,53 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148812,153.53273410,-28.18037579,33 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712313894,153.52860223,-28.18307663,22 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144755,153.53212257,-28.18021053,22 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148808,153.53194262,-28.17781506,3 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706154989,153.53154212,-28.18507799,"UNIT 6, 17 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715497903,153.53326958,-28.18285375,"UNIT 1, 3A SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155045,153.53060363,-28.18344182,50 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717484908,153.52997413,-28.18454994,83A THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712363206,153.52799219,-28.18601720,"UNIT 2, 25 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141528,153.52960567,-28.18210479,18 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185507,153.52870000,-28.18285988,20 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144763,153.53239221,-28.18100165,"UNIT 2, 39 THE QUARTERDECK",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144801,153.53217760,-28.17856088,8 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144765,153.53181021,-28.17838640,4 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706105807,153.53249750,-28.18219518,15 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706168229,153.52848145,-28.18526778,82 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145489,153.53365915,-28.18092822,16 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706157946,153.53367349,-28.18420822,88 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706137828,153.52867566,-28.17879397,"UNIT 2, 16 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706145527,153.53212509,-28.17731830,4 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145236,153.52957238,-28.17777872,"UNIT 1, 2 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706137821,153.52886527,-28.17847211,12 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706164839,153.52826263,-28.18132043,12 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
