GNAF_PID,LONGITUDE,LATITUDE,FULL_ADDRESS,LOCALITY,POSTCODE,STATE,RELIABILITY,IAG_COORDINATE,SOURCE_TYPE,AVERAGE_ANNUAL_DAMAGE,FLOOD_FREQUENCY
GANSW717484909,153.52997413,-28.18454994,83B THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706178995,153.52837802,-28.18613623,27 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW718071787,153.52670632,-28.18330557,7A MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179266,153.53050231,-28.17906856,17 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164716,153.53200442,-28.18559319,59 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706162055,153.52840361,-28.18020822,6 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135248,153.53127726,-28.17917990,9 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706182093,153.52905026,-28.17814012,8 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW718865423,153.53309409,-28.18451656,"UNIT 4, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145538,153.53040261,-28.18168155,11 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706137852,153.52797471,-28.17995764,30 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144744,153.53228849,-28.17906792,14 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155533,153.53007279,-28.17635025,23 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165429,153.53135068,-28.18514806,"UNIT 4, 19 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712379573,153.53131691,-28.18465511,"DUPLEX 2, 24 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145227,153.52968993,-28.17795104,"UNIT 6, 4 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712255946,153.53240564,-28.17744281,5 THE JIB,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145251,153.53331863,-28.18364842,1 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134205,153.52762797,-28.18055207,38 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW715473443,153.53287559,-28.18459561,"UNIT 5, 3 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712379574,153.53130545,-28.18464624,"DUPLEX 3, 24 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716334676,153.53172024,-28.18570111,"UNIT 6, 16-18 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW707653242,153.53163511,-28.17833567,2 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712280399,153.52948211,-28.18500751,"UNIT 1, 93 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164845,153.52784566,-28.18231603,18 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145533,153.53238533,-28.17709324,8 KENT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165469,153.53393251,-28.18253730,"UNIT 5, 4 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718279576,153.53145919,-28.18457654,"HOUSE 2, 22 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155046,153.53205586,-28.18226909,51 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141594,153.53192109,-28.18494091,"UNIT 5, 13 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144795,153.53162564,-28.18355982,67 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145228,153.52968993,-28.17795104,4 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706105817,153.53313560,-28.18194899,20 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718070746,153.53266957,-28.18111968,1A LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712335405,153.53370417,-28.17902618,41 LEEWARD TERRACE,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW712309351,153.53067391,-28.17818207,"UNIT 2, 14 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706162048,153.52737100,-28.18188980,22 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706147818,153.53067016,-28.17962074,14 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712399955,153.52919348,-28.18490198,105 COMPANION WAY,TWEED HEADS,2485,NSW,4,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706145494,153.53373265,-28.18051300,20 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141441,153.53024201,-28.18657368,77 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706165430,153.53135068,-28.18514806,"UNIT 5, 19 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706162190,153.53341598,-28.18481444,2 MCDONALD STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185502,153.52908898,-28.18277277,16 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706134983,153.53087851,-28.17820265,"UNIT 2, 16 MUGGA WAY",TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW706168234,153.52949302,-28.18479618,89 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141502,153.53406645,-28.17867865,38 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185814,153.53376976,-28.18030892,22 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706148786,153.53227301,-28.17872259,10 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706182091,153.52905026,-28.17814012,"UNIT 1, 8 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW715486684,153.52679935,-28.18304507,58 PARKES DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706168236,153.52943662,-28.18519808,91 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712326436,153.53067391,-28.17818207,"UNIT 6, 14 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW717519525,153.53021373,-28.18556131,"UNIT 2, 29 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145237,153.52957238,-28.17777872,"UNIT 2, 2 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706172989,153.52970139,-28.17629191,15 MILES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706113120,153.53232612,-28.18295575,7 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155535,153.53003081,-28.17615556,25 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706171821,153.52627132,-28.18373200,74 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706154735,153.53385029,-28.18347099,69 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706154740,153.53355722,-28.18366324,73 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145539,153.53025353,-28.18218695,12 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179000,153.52759721,-28.18625277,30 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141527,153.52977655,-28.18158927,17 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151894,153.53268108,-28.18465905,"UNIT 3, 5 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145226,153.52968993,-28.17795104,"UNIT 5, 4 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706105802,153.53304029,-28.18257332,12 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706113118,153.53303456,-28.18303847,"UNIT 2, 6 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145273,153.53070382,-28.17720236,11 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105809,153.53336071,-28.18230641,"UNIT 2, 16 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718865420,153.53309409,-28.18451656,"UNIT 1, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706157966,153.52822810,-28.18437417,72 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712295708,153.53230133,-28.18480372,"UNIT 2, 9 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715473442,153.53172024,-28.18570111,"UNIT 5, 16 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135324,153.52948581,-28.18151512,19 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179274,153.52968045,-28.17932691,24 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW716861200,153.53319790,-28.18021781,"UNIT 1, 13 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706113113,153.53318261,-28.18321873,"UNIT 1, 4 ALVA STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155052,153.53194385,-28.18274889,57 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179268,153.53030783,-28.17903983,19 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706158008,153.52754441,-28.18529210,20 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718009353,153.53249228,-28.18473530,"UNIT 7, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135259,153.52980708,-28.18022898,19 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW706172982,153.52696418,-28.18339979,8 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712336526,153.52671082,-28.18606872,"SHOP 4, 100 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145588,153.53066142,-28.18224582,8 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706144747,153.53298750,-28.17881943,17 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135021,153.53081007,-28.18425559,29 STANLEY STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706137849,153.52807721,-28.17981426,28 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706158007,153.52674374,-28.18435690,2 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW715479627,153.53045653,-28.17757366,"UNIT 1, 13 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135269,153.53082017,-28.18095670,8 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164824,153.52892835,-28.18504779,"UNIT 1, 96 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718691108,153.52979299,-28.17516877,35 MURRABA CRESCENT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185827,153.53395555,-28.17928978,32 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706151882,153.53287559,-28.18459561,3 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712363205,153.52731657,-28.18421510,"UNIT 2, 14 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW716873466,153.52584572,-28.18496775,97 DUCAT STREET,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,H,H
GANSW706135255,153.53031412,-28.18035367,15 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712308852,153.53202611,-28.18061372,26 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718009350,153.53249228,-28.18473530,"UNIT 4, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706158361,153.52913755,-28.17793758,"UNIT 3, 6 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706161579,153.52913755,-28.17793758,"UNIT 1, 6 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706165428,153.53135068,-28.18514806,"UNIT 3, 19 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706185818,153.53384396,-28.17990186,26 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW715473439,153.53287559,-28.18459561,"UNIT 2, 3 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179009,153.52700322,-28.18566140,35 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706151895,153.53268108,-28.18465905,"UNIT 4, 5 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135236,153.53319790,-28.18021781,13 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712336524,153.52671082,-28.18606872,"SHOP 2, 100 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW715501044,153.53130545,-28.18464624,"UNIT 1, 24 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712314802,153.52948211,-28.18500751,"UNIT 2, 93 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185497,153.52975626,-28.18287831,10 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW718009349,153.53249228,-28.18473530,"UNIT 3, 7 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706105799,153.53237687,-28.18340111,1 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706178996,153.52855767,-28.18628146,28 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706171841,153.52578870,-28.18466827,93 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179007,153.52704639,-28.18582031,"UNIT 2, 34 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145269,153.53005991,-28.17805451,"UNIT 4, 8 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145587,153.53080781,-28.18173965,7 THE MAINBRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706157965,153.52821342,-28.18413152,70 COMPANION WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706161569,153.52649111,-28.18308277,66 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW706154731,153.53420992,-28.18294384,65 CHARLES STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706407313,153.52666459,-28.18348421,7 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706164833,153.52983088,-28.18499242,"UNIT 1, 99 COMPANION WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712322488,153.53019121,-28.17538562,"UNIT 2, 28 MURRABA CRESCENT",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW718841794,153.52584572,-28.18496775,97-99 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW712399922,153.53326958,-28.18285375,"UNIT 2, 3A SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW707666747,153.53087851,-28.17820265,16 MUGGA WAY,TWEED HEADS,2485,NSW,2,1,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141442,153.53009564,-28.18659071,79 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,H,H
GANSW715486682,153.52716684,-28.18311894,54 PARKES DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712300878,153.53173116,-28.18500572,"UNIT 7, 15 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716896924,153.53266957,-28.18111968,"UNIT 1, 1 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706158363,153.52913755,-28.17793758,"UNIT 5, 6 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706182210,153.53328443,-28.18509257,45 KENNEDY DRIVE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165444,153.53116407,-28.18520621,"UNIT 8, 21 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135233,153.53352813,-28.18169952,10 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706135246,153.53146362,-28.17920780,7 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW718865426,153.53309409,-28.18451656,"UNIT 7, 1 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706165435,153.53135068,-28.18514806,19 MARGARET STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706145266,153.53005991,-28.17805451,"UNIT 1, 8 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712312939,153.53288174,-28.18411823,"UNIT 2, 4 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW716756656,153.53319790,-28.18021781,"UNIT 2, 13 LEEWARD TERRACE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW717199698,153.53446088,-28.18445426,"UNIT 3, 15 SECOND AVENUE",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW712336527,153.52671082,-28.18606872,"SHOP 5, 100 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706148811,153.53160113,-28.18150453,32 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW707604654,153.53026909,-28.17811099,10 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712312915,153.53315387,-28.18409094,"UNIT 1, 2 STANLEY STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155484,153.53002228,-28.17739254,7 MUGGA WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706179275,153.52971053,-28.17911150,25 THE ANCHORAGE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706162192,153.53349609,-28.18424792,6 MCDONALD STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706141625,153.53026909,-28.17811099,"UNIT 2, 10 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706185500,153.52932433,-28.18282571,14 NORMAN STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706182085,153.52627881,-28.18390733,76 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW712297258,153.52627881,-28.18390733,"UNIT 2, 76 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706141514,153.53297811,-28.18164858,6 LEEWARD TERRACE,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706158009,153.52759423,-28.18545324,21 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706158365,153.52677447,-28.18242208,60 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706141598,153.53154212,-28.18507799,"UNIT 1, 17 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706144800,153.53064486,-28.18416047,79 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706134742,153.52875512,-28.18641643,"UNIT 2, 29 MERIDIAN WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW712322476,153.53128901,-28.17678971,30 MURRABA CRESCENT,TWEED HEADS,2485,NSW,4,1,GOVERNMENT FLOOD MAPPING,L,L
GANSW712343505,153.53108219,-28.17823955,"UNIT 3, 18 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706145249,153.52968993,-28.17795104,"UNIT 1, 4 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706162051,153.52758837,-28.18137748,25 COMPASS WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706135262,153.52969880,-28.18039976,21 THE BOWSPRIT,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW716470311,153.53172024,-28.18570111,"UNIT 6, 16 MARGARET STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706171845,153.52665839,-28.18583742,98 DUCAT STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706158362,153.52913755,-28.17793758,"UNIT 4, 6 DUCAT STREET",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,M
GANSW706113119,153.53303456,-28.18303847,6 ALVA STREET,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW706155043,153.53208601,-28.18211281,49 THE QUARTERDECK,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,L,L
GANSW713133889,153.53067391,-28.17818207,"UNIT 1, 14 MUGGA WAY",TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179010,153.52696982,-28.18550212,36 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
GANSW706179001,153.52734303,-28.18620268,31 MERIDIAN WAY,TWEED HEADS,2485,NSW,2,0,GOVERNMENT FLOOD MAPPING,M,L
